permco,year,quarter_num,dlyret,dlyvol,dlycap
11344,2020,2,0.0037260000000000006,615680.2380952381,37574447.25571429
11344,2020,3,0.00040987499999999987,471644.28125,43453917.4990625
11344,2020,4,0.0015345156249999999,531615.296875,43027786.50484375
11344,2021,1,-0.0009342622950819673,646524.2131147541,42102181.74229509
11344,2021,2,0.0025031269841269844,414425.22222222225,46475565.8163492
11344,2021,3,-0.00076346875,365700.375,50449527.77671875
11344,2021,4,0.0016211250000000002,375843.109375,50188562.2053125
11344,2022,1,-0.0005276290322580647,511011.2419354839,47463619.30467742
11344,2022,2,-0.002688661290322581,687327.9354838709,45958452.70370968
11344,2022,3,-0.0013231249999999999,476503.96875,43113968.00140625
11344,2022,4,0.0030807619047619047,507127.50793650793,43683304.282222226
11344,2023,1,0.0004067580645161292,566539.7741935484,45836022.805
11344,2023,2,0.001483725806451613,509885.46774193546,48167747.875
11344,2023,3,0.00017234920634920633,377764.79365079367,52282993.76539682
11344,2023,4,0.0019415396825396825,596245.6666666666,55024534.56952381
11344,2024,1,0.0005405409836065574,486483.9016393443,58356419.84163935
11344,2024,2,0.00014861904761904757,536060.9047619047,57712225.3784127
11344,2024,3,-8.682812499999994e-05,457141.734375,58935490.5571875
11344,2024,4,-0.0009795937500000002,502798.921875,58861724.66046875
12011,2014,1,0.0004318196721311474,1840836.7704918033,21667331.42786885
12011,2014,2,0.0006486507936507936,1607319.507936508,21887910.746507935
12011,2014,3,0.001408640625,1481760.921875,23662802.4809375
12011,2014,4,0.0009026874999999998,1547174.109375,25395080.5409375
12011,2015,1,0.000988655737704918,1762476.262295082,25944021.714590162
12011,2015,2,0.0007156984126984126,1365270.2063492064,28166649.644444443
12011,2015,3,-0.0016518125,2224491.90625,26867836.16390625
12011,2015,4,0.0014599218749999996,1800013.078125,25937642.19859375
12011,2016,1,0.0014319016393442622,1870775.4918032787,24995778.320819672
12011,2016,2,0.00122375,1410913.875,26788749.74515625
12011,2016,3,-0.00014220312500000002,1414339.0,28777462.9109375
12011,2016,4,0.0007439841269841269,1272250.6984126985,28789107.296031747
12011,2017,1,0.0002933709677419354,1491960.935483871,30687840.720322583
12011,2017,2,0.0023145555555555562,1874214.6984126985,33214292.92095238
12011,2017,3,0.001154111111111111,1299297.5238095238,35270132.143968254
12011,2017,4,0.0017413333333333332,1226205.619047619,38931505.07206349
12011,2018,1,0.0017089016393442623,1456018.6721311475,43062897.310327865
12011,2018,2,0.0026983125,1439897.1875,49182004.258125
12011,2018,3,0.0017974126984126985,1434936.111111111,55429086.40698413
12011,2018,4,-0.0019245714285714287,1853183.7936507936,53935424.36857142
12011,2019,1,0.004815131147540984,1515806.7540983607,59905293.92459016
12011,2019,2,0.00017026984126984105,1490159.7301587302,65864923.02380952
12011,2019,3,0.0004062031249999999,1225565.78125,71471996.9784375
12011,2019,4,-0.00011949999999999981,1348778.1875,68048059.12546875
12011,2020,1,-0.0010111935483870969,1718538.8548387096,70516271.88322581
12011,2020,2,0.004403730158730158,1296781.0793650793,71514351.96492064
12011,2020,3,0.0017156093750000001,1252233.484375,81805567.1371875
